"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of Lakhdar Brahimi of the United Nations Conducted by Team N/A","4 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","21","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",10,2003,24,"2003-10-24","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-01218.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/19/6108/2610819/content/arcmedia/9-11/MFR/t-0148-911MFR-01218.pdf","14272159","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - Brahimi, Lakhdar - United Nations - Conducted by Team N/A",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2610819,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of [Intelligence Employee #2] Conducted by Team 2","4 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","19","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",1,2004,9,"2004-01-09","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-01119.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/19/6107/2610719/content/arcmedia/9-11/MFR/t-0148-911MFR-01119.pdf","14269257","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - [Intelligence Employee #2] - Conducted by Team 2",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2610719,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of Tariq of the Karachi Police Department Conducted by Team N/A","2 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","21","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",10,2003,20,"2003-10-20","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-01223.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/6108/2610824/content/arcmedia/9-11/MFR/t-0148-911MFR-01223.pdf","14275143","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - Tariq - Karachi Police Department - Conducted by Team N/A",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2610824,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of [Canadian Interview #2] of the Canadian Government Conducted by Team 2","3 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","3","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",9,2003,30,"2003-09-30","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00123.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/9/6097/2609709/content/arcmedia/9-11/MFR/t-0148-911MFR-00123.pdf","14246977","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - [Canadian Interview #2] - Canadian Government - Conducted by Team 2",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2609709,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of [Canadian Interview #1] of the Canadian Government Conducted by Team 2","3 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","3","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",9,2003,30,"2003-09-30","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00122.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6097/2609708/content/arcmedia/9-11/MFR/t-0148-911MFR-00122.pdf","14246971","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - [Canadian Interview #1] - Canadian Government - Conducted by Team 2",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2609708,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of John Gerald Arriza of the Department of State Conducted by Team 5","5 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","1","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",9,2003,30,"2003-09-30","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00034.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/20/6096/2609620/content/arcmedia/9-11/MFR/t-0148-911MFR-00034.pdf","14241420","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - Arriza, John Gerald - Department of State - Conducted by Team 5",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2609620,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of [Canadian Interview #3] of the Canadian Government Conducted by Team 2","3 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","3","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",9,2003,30,"2003-09-30","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00119.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6097/2609705/content/arcmedia/9-11/MFR/t-0148-911MFR-00119.pdf","14245288","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - [Canadian Interview #3] - Canadian Government - Conducted by Team 2",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2609705,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of [Canadian Interview #4] of the Canadian Government Conducted by Team 2","4 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","3","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",9,2003,30,"2003-09-30","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00124.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6097/2609710/content/arcmedia/9-11/MFR/t-0148-911MFR-00124.pdf","14246996","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - [Canadian Interview #4] - Canadian Government - Conducted by Team 2",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2609710,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of the Interview of Elizabeth Manningham-Buller of the British Secret Service Conducted by Team 2; 6","7 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","12","Preservation-Reproduction-Reference","This record remains closed under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  The letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","Unmarked","Other","Restricted - Fully","ou=NWL,ou=groups","LL","Textual Records",11,2003,7,"2003-11-07","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00698.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/93/6102/2610293/content/arcmedia/9-11/MFR/t-0148-911MFR-00698.pdf","14272948","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - Manningham-Buller, Elizabeth - British Secret Service - Conducted by Team 2; 6",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2610293,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An alphabetical index to this series is available on the NARA web site. The index is also sortable by affiliation, date, team, and status.","Index","http://www.archives.gov/legislative/research/9-11/commission-memoranda.html","item","description","September 11 Terrorist Attacks, 2001","topicalSubject",10674947,"Unrestricted","False","Memorandum for the Record (MFR) of an Interview with Russell Honore, Affiliated with the U.S. NORTHCOM Conducted by Team 3","17 pages","Room 8E, 7th and Pennsylvania Avenue NW","Washington","202-357-5350","National Archives Building","20408","Center for Legislative Archives","DC","202-357-5911","legislative.archives@nara.gov","LL","Paper","11","Preservation-Reproduction-Reference","This item may be restricted under the provisions of the letter of 08/20/2004 from Commission Chair, Thomas H. Kean, and Vice Chair, Lee H. Hamilton, to Archivist of the United States, John W. Carlin, detailing access to the Commission's records.  This letter states that records should not be disclosed if they (a) contain information that continues to be classified; (b) disclose private information that the Commission agreed to protect from public disclosure; or (c) are otherwise barred from public disclosure by law, as determined by the Archivist.","","","Restricted - Partly","ou=NWL,ou=groups","LL","Textual Records",10,2003,29,"2003-10-29","siLegislative 9/11 Commission","Search Identifier","t-0148-911MFR-00619-2.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/13/6102/2610213/content/arcmedia/9-11/MFR/t-0148-911MFR-00619-2.pdf","14272909","Download the PDF","Portable Document File (PDF)","9/11 Commission Memorandum of Record - [Classification Review Pending] - U.S. NORTHCOM - Conducted by Team 3",1928,"1928-01-01",2,"recordGroup",148,2007,"2007-12-31","Records of Commissions of the Legislative Branch",477,2003,"2003-01-01",1,"series","Most Recent","National Commission on Terrorist Attacks Upon the United States. 11/27/2002-8/21/2004",8,2004,21,"2004-08-21","organization",11,2002,27,"2002-11-27",10505397,2004,"2004-12-31","Memorandums for the Record",2524787,2610213,10727042,"Interview II","t-0148-911MFR-00619.pdf","https://s3.amazonaws.com/NARAprodstorage/opastorage/live/13/6102/2610213/content/arcmedia/9-11/MFR/t-0148-911MFR-00619.pdf","Interview I","14272908","Download the PDF","Portable Document File (PDF)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
